flight_id,real_waypoints,pass_times,speeds,alts,real_full_waypoints,full_pass_times,full_speeds,full_alts
020139RAM801F,EGLL WOD IBNID ALAGU ABODA,1680378057 1680378239 1680378899 1680384419 1680385619,0.0904 0.1505 0.2509 0.2497 0.0000,320 1966 7719 9837 9883,EGLL _0oy5mkNZ WOD IBNID ALAGU ABODA,1680378057 1680378119 1680378239 1680378899 1680384419 1680385619,0.0904 0.1103 0.1505 0.2509 0.2497 0.0000,320 960 1966 7719 9837 9883
02013ARAM806,TOLSI XULIM TLD EDIGO AMGAR NENEM_01 UVSUV OCK GOXUL EGLW EGLL,1680365044 1680365639 1680367859 1680368639 1680369299 1680370019 1680372899 1680374159 1680374279 1680374519 1680374699,0.2360 0.2184 0.2231 0.2129 0.2290 0.2125 0.2155 0.1227 0.1247 0.0886 0.0000,10279 11979 11788 11712 11621 11567 10211 2438 2210 838 107,TOLSI _dcXUTwHG _WJCL9fce XULIM TLD EDIGO AMGAR NENEM_01 UVSUV _n1roqprX OCK GOXUL _hX7MbzBp EGLW _j6Zx8Jgx EGLL,1680365044 1680365039 1680365099 1680365639 1680367859 1680368639 1680369299 1680370019 1680372899 1680373679 1680374159 1680374279 1680374399 1680374519 1680374639 1680374699,0.2360 0.2360 0.2255 0.2184 0.2231 0.2129 0.2290 0.2125 0.2155 0.1739 0.1227 0.1247 0.0869 0.0886 0.0675 0.0000,10279 10279 10919 11979 11788 11712 11621 11567 10211 4823 2438 2210 1425 838 320 107
02013ARAM807,EGLL TEVSI PINOX AMSEL MARJA MARJA_82,1680379973 1680380219 1680385379 1680387359 1680388019 1680388019,0.0981 0.1703 0.2518 0.2486 0.0000 0.0000,709 3155 9761 9868 9167 9167,EGLL _TRuHxbc6 TEVSI PINOX AMSEL MARJA MARJA_82,1680379973 1680380039 1680380219 1680385379 1680387359 1680388019 1680388019,0.0981 0.1302 0.1703 0.2518 0.2486 0.0000 0.0000,709 1173 3155 9761 9868 9167 9167
02013CRAM217,TANSA_98 METRU OLLEK OKITI GALTO TUSOR,1680318225 1680318119 1680322679 1680328499 1680331559 1680332279,0.2223 0.2199 0.2177 0.2198 0.2400 0.0000,12352 12344 12398 12687 12870 10706,TANSA_98 _ofKlpDox METRU OLLEK _pPdFuCQO OKITI GALTO TUSOR,1680318225 1680318059 1680318119 1680322679 1680325919 1680328499 1680331559 1680332279,0.2223 0.2223 0.2199 0.2177 0.2092 0.2198 0.2400 0.0000,12352 12352 12344 12398 12611 12687 12870 10706
02013ERAM201N,SUBAL IBALU,1680332438 1680333299,0.2629 0.0000,12344 10279,SUBAL _QYUuysAz _FkQbZyJm _5Tc7u7F6 IBALU,1680332438 1680332399 1680332519 1680333299 1680333299,0.2629 0.2629 0.2709 0.0000 0.0000,12344 12344 12344 10279 10279
02013ERAM216,AGDAL LAMAD LEAL ETEKO OLLEK SALUN METRU_30,1680356371 1680357359 1680359279 1680361499 1680364379 1680367739 1680367859,0.2412 0.2616 0.2768 0.2843 0.2775 0.2332 0.0000,6500 11384 11240 11072 11491 11491 11499,AGDAL _pOUnMkU5 _pYXgeFPt LAMAD LEAL ETEKO _QAAoxhCX OLLEK SALUN _Tgbkhw7b METRU_30,1680356371 1680356399 1680356459 1680357359 1680359279 1680361499 1680363359 1680364379 1680367739 1680367859 1680367859,0.2412 0.2412 0.2354 0.2616 0.2768 0.2843 0.2769 0.2775 0.2332 0.0000 0.0000,6500 6500 7033 11384 11240 11072 11438 11491 11491 11499 11499
020140MAC371,BOKPA RESTU LEBT MATEX_64 MATEX NENDA_75 BCN,1680349252 1680351119 1680352019 1680352439 1680352559 1680353879 1680354239,0.2565 0.2257 0.2325 0.2306 0.2384 0.1016 0.0622,9723 11864 11758 10516 8710 1021 351,BOKPA _dLCLLXNd _jdQAHPsw RESTU LEBT MATEX_64 MATEX _8NUmFUEI _XxFmVi1m _aUgyj7yw _ifHlEOZF _g5I6WL1b NENDA_75 _eihZaC9A BCN,1680349252 1680349259 1680349319 1680351119 1680352019 1680352439 1680352559 1680352679 1680353339 1680353459 1680353639 1680353759 1680353879 1680353999 1680354239,0.2565 0.2565 0.2415 0.2257 0.2325 0.2306 0.2384 0.2227 0.1408 0.1245 0.1231 0.1204 0.1016 0.0819 0.0622,9723 9723 10119 11864 11758 10516 8710 7986 4389 3482 2202 1509 1021 777 351
020140MAC372M,LEBL BCN_84 SOPET GMTA DOTIV,1680340312 1680340379 1680341699 1680344519 1680344519,0.0818 0.1091 0.2115 0.0000 0.0000,450 1059 10889 8062 8062,LEBL BCN_84 SOPET GMTA DOTIV,1680340312 1680340379 1680341699 1680344519 1680344519,0.0818 0.1091 0.2115 0.0000 0.0000,450 1059 10889 8062 8062
020140MAC375N,IXIRI ESAMI LEVC CASIM MATEX BCN,1680370208 1680370259 1680372419 1680372839 1680373019 1680374399,0.2451 0.2174 0.2243 0.2169 0.2384 0.0000,8237 9022 11742 10912 8603 236,IXIRI _0fA8eXuC ESAMI LEVC CASIM MATEX _AZfUxHKK _nCgIElTT _34xkFbHs _8A1gM2T9 _Bo4Y0WTQ _YyEc0RaR _jvMY6JED BCN,1680370208 1680370199 1680370259 1680372419 1680372839 1680373019 1680373139 1680373679 1680373799 1680374039 1680374159 1680374279 1680374339 1680374399,0.2451 0.2451 0.2174 0.2243 0.2169 0.2384 0.2354 0.1747 0.1461 0.1198 0.0962 0.0782 0.0760 0.0000,8237 8237 9022 11742 10912 8603 7810 4039 3147 1737 892 724 472 236
020140MAC376T,LEBL BCN_84 EBROX AMR IXIRI,1680358559 1680358619 1680359099 1680361619 1680362219,0.1106 0.1287 0.1880 0.2402 0.0000,465 968 7247 12108 6241,LEBL BCN_84 EBROX AMR _osKrE0Ae IXIRI,1680358559 1680358619 1680359099 1680361619 1680362219 1680362219,0.1106 0.1287 0.1880 0.2402 0.0000 0.0000,465 968 7247 12108 6241 6241
020140MAC377Q,TNR LEAX OLPOS MATEX_64 SENIA_48 BCN,1680331490 1680332399 1680333779 1680334799 1680334979 1680336299,0.1298 0.2238 0.2291 0.2143 0.2312 0.0621,2027 11537 11864 10592 8336 343,TNR _2DYsikJ2 _lB0Qn8CF _g0YhZGZw _QUmBw4Qx _NstLo8ML LEAX OLPOS MATEX_64 SENIA_48 _FVtLH4Pl _OmzKqxfQ _kX3MfUx9 _zYtraij3 _4u3C4AVY BCN,1680331490 1680331499 1680331559 1680331859 1680332039 1680332219 1680332399 1680333779 1680334799 1680334979 1680335699 1680335819 1680335999 1680336119 1680336239 1680336299,0.1298 0.1298 0.1634 0.2079 0.2276 0.2400 0.2238 0.2291 0.2143 0.2312 0.1518 0.1319 0.1213 0.0962 0.0701 0.0621,2027 2027 3010 6789 8679 10089 11537 11864 10592 8336 3139 2324 1478 892 564 343
020140MAC378W,BCN GARBI TORDU LINTO TNR,1680378832 1680379919 1680380699 1680384299 1680384419,0.1060 0.1933 0.2098 0.1491 0.1245,511 8847 11369 3071 2278,BCN _cY5zJi82 _mjaND8KI _DTjA97sS _aFz1RX4y _JgnnJ6bn _bxM3zcRx _AFyFoACq GARBI TORDU _a0IPNJlR LINTO TNR _PYYO8pzb _zVq1ZRmV _9Ehvzwuq _cWGnCevf,1680378832 1680378899 1680379019 1680379139 1680379259 1680379439 1680379559 1680379739 1680379919 1680380699 1680383999 1680384299 1680384419 1680384539 1680384659 1680384779 1680384899,0.1060 0.1436 0.1654 0.1817 0.2001 0.1666 0.1740 0.1751 0.1933 0.2098 0.2097 0.1491 0.1245 0.0958 0.0766 0.0552 0.0000,511 1090 2888 4542 5921 7353 8344 8832 8847 11369 6652 3071 2278 1631 1052 876 495
020145MAC363R,ADKIM AMPIR VJF KUKAL GOTOR_94 DGO GINON NERKI TABOV UTELA LFPG,1680342299 1680342359 1680342599 1680343559 1680344699 1680345959 1680348479 1680349319 1680349439 1680350099 1680350699,0.1424 0.1699 0.2017 0.2274 0.2187 0.2260 0.2292 0.1967 0.1866 0.1241 0.0000,2591 3459 6325 11925 11811 11666 8999 5921 5098 1859 396,ADKIM AMPIR _OifPQJvG VJF KUKAL GOTOR_94 DGO _A60ZhEQN _jqUBdQHc GINON NERKI TABOV _wjBI3ypj UTELA _HPnZiqxH _XjcnEWrm LFPG,1680342299 1680342359 1680342479 1680342599 1680343559 1680344699 1680345959 1680348239 1680348359 1680348479 1680349319 1680349439 1680349679 1680350099 1680350219 1680350339 1680350699,0.1424 0.1699 0.1844 0.2017 0.2274 0.2187 0.2260 0.2276 0.2213 0.2292 0.1967 0.1866 0.1674 0.1241 0.0947 0.0859 0.0000,2591 3459 4930 6325 11925 11811 11666 9022 8999 8999 5921 5098 3924 1859 1570 1570 396
020145MAC364B,DUCRA LFPG LFPI ARNAV LINTO TNR,1680355531 1680355559 1680355799 1680356759 1680363059 1680363539,0.0699 0.0699 0.1691 0.2259 0.1404 0.0000,419 419 3307 11575 2873 853,DUCRA LFPG LFPI ARNAV _85Egrma1 LINTO _L5pSunjn _Y2U1EaEh _5pfUVzYh _5THfZM6D TNR,1680355531 1680355559 1680355799 1680356759 1680362579 1680363059 1680363179 1680363299 1680363419 1680363539 1680363539,0.0699 0.0699 0.1691 0.2259 0.2145 0.1404 0.1285 0.1033 0.0912 0.0000 0.0000,419 419 3307 11575 6942 2873 2118 1463 1044 853 853
020145MAC435,TNR GALTO PIMOS ULPEP RESTU POZZO_38 PAPIZ PINDO LGSD AFGAR GAYEM LTFJ,1680370963 1680371339 1680371519 1680371999 1680372959 1680376619 1680379799 1680380459 1680381119 1680382739 1680383699 1680383999,0.1339 0.2116 0.2333 0.2485 0.2523 0.2772 0.2360 0.2654 0.2421 0.2772 0.0876 0.0000,1288 4724 6279 9083 11240 10980 11278 11308 11316 9495 1753 709,TNR _NHx3cBsQ _BDKIpbFv GALTO PIMOS _xoiHFGYv ULPEP RESTU POZZO_38 PAPIZ PINDO LGSD _Ku2GcM9D AFGAR _V2sKM2Ig _eTEblCaw GAYEM _jOTXMQGV LTFJ,1680370963 1680370979 1680371039 1680371339 1680371519 1680371879 1680371999 1680372959 1680376619 1680379799 1680380459 1680381119 1680382559 1680382739 1680383399 1680383519 1680383699 1680383999 1680383999,0.1339 0.1339 0.1463 0.2116 0.2333 0.2408 0.2485 0.2523 0.2772 0.2360 0.2654 0.2421 0.2630 0.2772 0.1330 0.1321 0.0876 0.0000 0.0000,1288 1288 2065 4724 6279 8405 9083 11240 10980 11278 11308 11316 10363 9495 3056 2217 1753 709 709
020145MAC436,LTFJ GERVU TNR,1680388379 1680400859 1680404339,0.1119 0.2101 0.1336,831 12024 2377,LTFJ _63YjqJCF _v18mAMSN _gbwAPGnt GERVU _OthUG7fY _cpvIRguI TNR _yrWVo9KY _SUbSRlDt _WTrbmXep _mHsrkSZf,1680388379 1680388439 1680388679 1680388919 1680400859 1680403919 1680404039 1680404339 1680404459 1680404579 1680404699 1680404819,0.1119 0.1191 0.1347 0.1691 0.2101 0.1759 0.1809 0.1336 0.0972 0.0946 0.0793 0.0000,831 1661 3063 5806 12024 5730 4519 2377 1623 1151 831 411
020175MAC367,BOKPA ALM TINEK BLN LEOC DGO ASKAN TUPAR_76 BANOX UTELA DUCRA,1680341207 1680341399 1680342719 1680342959 1680343919 1680345239 1680346559 1680347219 1680348539 1680349319 1680349859,0.2747 0.2224 0.2572 0.0320 0.2166 0.2200 0.2306 0.2376 0.1966 0.1205 0.0000,8748 9677 11925 11902 11811 11643 11514 11361 5083 1890 251,BOKPA _O7BAIJl9 ALM _GqrCrWUR TINEK _BQNZkdNN BLN LEOC DGO _ZbQh4Ded ASKAN TUPAR_76 _D5GJqLaR BANOX _eoSQ4QSq _xAhYXdWW UTELA _mGpajAGo _Ij9Zn60K _iH0a0HCq DUCRA,1680341207 1680341279 1680341399 1680342599 1680342719 1680342839 1680342959 1680343919 1680345239 1680346139 1680346559 1680347219 1680348419 1680348539 1680348659 1680348839 1680349319 1680349439 1680349559 1680349799 1680349859,0.2747 0.2747 0.2224 0.2497 0.2572 0.2058 0.0320 0.2166 0.2200 0.2523 0.2306 0.2376 0.2031 0.1966 0.1949 0.1771 0.1205 0.1092 0.0956 0.0643 0.0000,8748 8748 9677 11918 11925 11902 11902 11811 11643 11560 11514 11361 6172 5083 4221 3924 1890 1372 1265 351 251
020175MAC368E,LFPG LFPB RESMI VLC BOKPA,1680354969 1680355019 1680355439 1680359879 1680362639,0.0833 0.1203 0.2043 0.2119 0.0000,831 1349 6218 11460 7056,LFPG LFPB _kb8Kl1ZX RESMI VLC _4803qhk3 BOKPA,1680354969 1680355019 1680355139 1680355439 1680359879 1680362639 1680362639,0.0833 0.1203 0.1575 0.2043 0.2119 0.0000 0.0000,831 1349 2964 6218 11460 7056 7056
020175MAC433,BOKPA AMR ISTER_21 ORKUM KAS ARNAS DIGTI LTFM,1680371749 1680373019 1680375719 1680376679 1680381179 1680381959 1680382859 1680384239,0.2142 0.2218 0.2703 0.2517 0.2537 0.2585 0.2663 0.0000,7910 11285 10996 10950 11316 11316 9952 1699,BOKPA _0G172xCO _1EB1e4Yq AMR _WNAqwKJI ISTER_21 ORKUM KAS ARNAS DIGTI _fTR29yOZ _cVcDhvXY _T6h8zGEy _BlJ2cgkJ LTFM,1680371749 1680371759 1680371819 1680373019 1680373439 1680375719 1680376679 1680381179 1680381959 1680382859 1680383099 1680383519 1680383879 1680384239 1680384239,0.2142 0.2142 0.2393 0.2218 0.2491 0.2703 0.2517 0.2537 0.2585 0.2663 0.2452 0.1955 0.0721 0.0000 0.0000,7910 7910 8268 11285 11255 10996 10950 11316 11316 9952 7986 4221 1836 1699 1699
020175MAC434,FATIH LTBA RESTU GMTA,1680388436 1680388619 1680401699 1680403259,0.1249 0.1275 0.2347 0.0000,1013 2621 12123 9807,FATIH _vY89eg4U LTBA _RflIUmpN RESTU GMTA,1680388436 1680388499 1680388619 1680401579 1680401699 1680403259,0.1249 0.1363 0.1275 0.2073 0.2347 0.0000,1013 1935 2621 12123 12123 9807
020176MAC437,TOLSI BARPA PIMOS RESTU LESL SUTAD BITLA_37 DIGTI AFGAR EVTAD GAYEM LTFJ,1680372415 1680373079 1680373439 1680374939 1680377099 1680378659 1680382499 1680384119 1680384599 1680385319 1680385559 1680385859,0.2186 0.2339 0.2267 0.2431 0.2621 0.2635 0.2688 0.2724 0.2620 0.1437 0.0774 0.0000,6927 10653 10744 10638 10401 10645 10721 10409 8077 3056 1135 632,TOLSI _KywzEyea _ZFWjqDqG BARPA PIMOS RESTU _UWHolu5e LESL SUTAD BITLA_37 DIGTI _PEmSdtf9 _PUgzreLq AFGAR EVTAD _cP3eEoyE GAYEM _rl2IXje2 LTFJ,1680372415 1680372419 1680372479 1680373079 1680373439 1680374939 1680376739 1680377099 1680378659 1680382499 1680384119 1680384299 1680384479 1680384599 1680385319 1680385439 1680385559 1680385859 1680385859,0.2186 0.2186 0.2191 0.2339 0.2267 0.2431 0.2534 0.2621 0.2635 0.2688 0.2724 0.2737 0.2627 0.2620 0.1437 0.1237 0.0774 0.0000 0.0000,6927 6927 7277 10653 10744 10638 10447 10401 10645 10721 10409 9563 8672 8077 3056 1562 1135 632 632
020176MAC438,LTFJ IST RESTU GOSOS VARAS,1680390959 1680391259 1680404519 1680406139 1680407159,0.0948 0.1619 0.2149 0.2346 0.0000,1059 4046 11529 11643 10074,LTFJ _biT5NmHd IST RESTU GOSOS _38r4sGc4 VARAS,1680390959 1680391019 1680391259 1680404519 1680406139 1680407159 1680407159,0.0948 0.1196 0.1619 0.2149 0.2346 0.0000 0.0000,1059 1455 4046 11529 11643 10074 10074
020176MAC491E,AGDAL BARPA RIXUR BUKID_44 LIRM IPKAM_11,1680334822 1680335879 1680336839 1680340859 1680343259 1680343379,0.2006 0.2353 0.2492 0.2398 0.1761 0.0000,7628 11994 11941 11689 4755 3597,AGDAL _DBb31Xxh _nwUwefdW BARPA RIXUR BUKID_44 LIRM IPKAM_11,1680334822 1680334859 1680334919 1680335879 1680336839 1680340859 1680343259 1680343379,0.2006 0.2006 0.2294 0.2353 0.2492 0.2398 0.1761 0.0000,7628 7628 7856 11994 11941 11689 4755 3597
020176MAC492,MALOG VEXUV ADX_27 GALTO VARAS,1680349108 1680349199 1680354179 1680357959 1680358799,0.1773 0.1796 0.1975 0.2223 0.0000,7536 8009 12040 12283 11194,MALOG _DzZLxYU9 VEXUV ADX_27 GALTO _E6BPQNQs VARAS,1680349108 1680349139 1680349199 1680354179 1680357959 1680358799 1680358799,0.1773 0.1773 0.1796 0.1975 0.2223 0.0000 0.0000,7536 7536 8009 12040 12283 11194 11194
020177MAC111,GMMB AGDAL XULIM TLD DGO LFCA LFFC EBIS BUB,1680362927 1680362939 1680363959 1680366239 1680367619 1680370019 1680371219 1680372359 1680373139,0.1827 0.1190 0.2152 0.2253 0.2270 0.2252 0.2216 0.1567 0.0658,6812 7346 11994 11781 11628 10813 10790 4884 411,GMMB _QIRW6mG3 AGDAL XULIM TLD DGO LFCA LFFC EBIS _MbJ6H0NJ _WsSZr3Uq _lg1unhQR BUB,1680362927 1680362879 1680362939 1680363959 1680366239 1680367619 1680370019 1680371219 1680372359 1680372839 1680372959 1680373079 1680373139,0.1827 0.1827 0.1190 0.2152 0.2253 0.2270 0.2252 0.2216 0.1567 0.1161 0.1032 0.0812 0.0658,6812 6812 7346 11994 11781 11628 10813 10790 4884 1714 1227 678 411
020177MAC112Q,EBBR EBGB BAN_14 VARAS,1680377997 1680378059 1680383219 1680386759,0.0830 0.0908 0.2690 0.0000,495 1128 11407 10089,EBBR EBGB BAN_14 _4vlFvXLV _FcLB6wv3 VARAS,1680377997 1680378059 1680383219 1680385019 1680386759 1680386759,0.0830 0.0908 0.2690 0.2384 0.0000 0.0000,495 1128 11407 11628 10089 10089
020177MAC458,RODRA_71 PEXOT VARAS,1680307312 1680307319 1680312239,0.1980 0.1971 0.0000,12078 12085 10135,RODRA_71 _jaf6vdiD PEXOT VARAS,1680307312 1680307259 1680307319 1680312239,0.1980 0.1980 0.1971 0.0000,12078 12078 12085 10135
020177MAC467P,GMMB AGDAL TNR VIBAS_51 SOPET PEXOT TIVNO EVKIV_73 NIMUM_34 LUTOR,1680332880 1680332879 1680333839 1680334979 1680336779 1680337439 1680339959 1680340799 1680341519 1680341699,0.2073 0.2083 0.2373 0.2283 0.2403 0.2529 0.2391 0.1959 0.1024 0.0000,6713 7361 11994 11918 11773 11712 9761 5174 1234 518,GMMB _yDxoxpwM AGDAL TNR VIBAS_51 _1OqyF1lP SOPET PEXOT _LbydfxaX TIVNO EVKIV_73 _2v4DBmMY NIMUM_34 LUTOR,1680332880 1680332819 1680332879 1680333839 1680334979 1680336359 1680336779 1680337439 1680338459 1680339959 1680340799 1680341399 1680341519 1680341699,0.2073 0.2073 0.2083 0.2373 0.2283 0.2330 0.2403 0.2529 0.2431 0.2391 0.1959 0.1280 0.1024 0.0000,6713 6713 7361 11994 11918 11811 11773 11712 11643 9761 5174 1859 1234 518
020177MAC468L,NEVMO BENUS_88 EVKIV NASIK GALTO TUSOR VARAS,1680346543 1680346619 1680347039 1680348779 1680355259 1680356099 1680356099,0.0983 0.1224 0.1825 0.1925 0.2263 0.0000 0.0000,1006 1356 6370 11224 11681 11483 11483,NEVMO BENUS_88 EVKIV NASIK GALTO TUSOR VARAS,1680346543 1680346619 1680347039 1680348779 1680355259 1680356099 1680356099,0.0983 0.1224 0.1825 0.1925 0.2263 0.0000 0.0000,1006 1356 6370 11224 11681 11483 11483
02017BCNRAK,AGDAL LFPB MARJA LAKAM,1680351957 1680368519 1680376199 1680376199,0.2446 0.1153 0.0000 0.0000,8694 1257 9639 9639,AGDAL LFPB MARJA LAKAM,1680351957 1680368519 1680376199 1680376199,0.2446 0.1153 0.0000 0.0000,8694 1257 9639 9639
02A043XRC1026,CSO LAMAD TNR,1680307524 1680313199 1680313679,0.1968 0.1105 0.0000,11880 2316 213,CSO _1DMbl23J _6QvLWSpG LAMAD _UxibTvoB _NTwZjyGU TNR,1680307524 1680307679 1680307739 1680313199 1680313379 1680313619 1680313679,0.1968 0.1968 0.2002 0.1105 0.0948 0.0567 0.0000,11880 11880 11880 2316 1280 389 213
02A043XRC9026,TNR BARPA DABB,1680316856 1680316919 1680321479,0.1412 0.1644 0.0000,1684 2652 12162,TNR _hgPHLfnD BARPA _DOPwOvgk DABB,1680316856 1680316859 1680316919 1680321479 1680321479,0.1412 0.1412 0.1644 0.0000 0.0000,1684 1684 2652 12162 12162
02A0ADTAR202,ALEDI OLBEK ABESI LEBSO HAREM TEKTU_22 RUXIN,1680344545 1680345299 1680347699 1680348659 1680349319 1680349619 1680355859,0.2573 0.1698 0.2377 0.2377 0.2337 0.2352 0.0000,9601 10439 10218 10165 10752 10744 11110,ALEDI OLBEK ABESI LEBSO HAREM TEKTU_22 _ZzHwG9po RUXIN,1680344545 1680345299 1680347699 1680348659 1680349319 1680349619 1680355859 1680355859,0.2573 0.1698 0.2377 0.2377 0.2337 0.2352 0.0000 0.0000,9601 10439 10218 10165 10752 10744 11110 11110
02A0ADTAR714,METRU_30 KOLEX_65 DOBIX,1680323874 1680329339 1680329339,0.1992 0.0000 0.0000,12070 9205 9205,METRU_30 _AZ85G94P _yEBw5aZQ KOLEX_65 DOBIX,1680323874 1680323879 1680323939 1680329339 1680329339,0.1992 0.1992 0.2314 0.0000 0.0000,12070 12070 12352 9205 9205
02A180TAR374,CSO DAAG,1680351175 1680353039,0.1659 0.0000,11224 716,CSO _YINghaCU _pkSet0Cw _vzaFZsZq _FIkHR76x DAAG,1680351175 1680351419 1680351479 1680352499 1680353039 1680353039,0.1659 0.1659 0.2204 0.1681 0.0000 0.0000,11224 11224 11224 3985 716 716
02A180TAR375,LIMON DAAE CSO,1680357874 1680358019 1680358559,0.2650 0.2615 0.0000,8649 9053 10927,LIMON _lS4QHpbS DAAE _Ie0ect2E CSO,1680357874 1680357959 1680358019 1680358559 1680358559,0.2650 0.2650 0.2615 0.0000 0.0000,8649 8649 9053 10927 10927
02A180TAR607,RBO_16 RETBA CSO,1680307263 1680308039 1680310619,0.2489 0.2673 0.0000,7148 11895 11567,RBO_16 _UnQ6xCql _jZKCsHh0 RETBA _PwusGDfe CSO,1680307263 1680307259 1680307319 1680308039 1680310619 1680310619,0.2489 0.2489 0.2572 0.2673 0.0000 0.0000,7148 7148 7628 11895 11567 11567
02A180TAR724,ALEDI_94 ALEDI EVROG LFPO,1680370207 1680370259 1680372119 1680376439,0.2487 0.2487 0.2236 0.0000,11636 11636 11499 213,ALEDI_94 ALEDI _ZBlFdrAe _4aZxQbQz _P3nlIrY9 EVROG _9iKHCxsh _ee1jaxD0 LFPO,1680370207 1680370259 1680371399 1680371519 1680371999 1680372119 1680376259 1680376379 1680376439,0.2487 0.2487 0.2343 0.2229 0.2298 0.2236 0.0906 0.0622 0.0000,11636 11636 11552 11529 11499 11499 945 411 213
02A180TAR725,LFPO RESMI ENUPA_06 ALEDI_94,1680382366 1680382559 1680383699 1680387479,0.0956 0.1567 0.2483 0.0000,930 2751 11758 11887,LFPO _5v8GttOt _ChkqKM6M RESMI ENUPA_06 ALEDI_94,1680382366 1680382379 1680382439 1680382559 1680383699 1680387479,0.0956 0.0956 0.1144 0.1567 0.2483 0.0000,930 930 1646 2751 11758 11887
02A180TAR735,ALR ABSET DAAE,1680357283 1680357359 1680357899,0.1118 0.1569 0.0000,1113 1684 8260,ALR ABSET _AgU8WvhN DAAE,1680357283 1680357359 1680357899 1680357899,0.1118 0.1569 0.0000 0.0000,1113 1684 8260 8260
02A180TAR996,KOVAS DEXUL OKBON ABRON,1680331028 1680331139 1680332639 1680332639,0.2047 0.2110 0.0000 0.0000,11735 11727 9213 9213,KOVAS _Gy0Ua6E7 DEXUL OKBON ABRON,1680331028 1680331079 1680331139 1680332639 1680332639,0.2047 0.2047 0.2110 0.0000 0.0000,11735 11735 11727 9213 9213
02A180TAR997,XAMAL NARTI USANO UNITA BETEN BELOK_83,1680340995 1680340979 1680341279 1680341759 1680342059 1680344099,0.1544 0.1544 0.1907 0.2683 0.2473 0.0000,1638 1638 4900 9296 10607 10828,XAMAL NARTI USANO _MYfLbjRc UNITA _cEQAGVuQ BETEN BELOK_83,1680340995 1680340979 1680341279 1680341519 1680341759 1680341939 1680342059 1680344099,0.1544 0.1544 0.1907 0.2434 0.2683 0.2517 0.2473 0.0000,1638 1638 4900 7399 9296 10569 10607 10828
02A18ETAR1713,KOLEX_65 KOLEX METRU_30,1680378749 1680378779 1680383159,0.2675 0.2663 0.0000,8885 9296 10874,KOLEX_65 _RmdxXdTt KOLEX _UdwcacaO _f6LsJHmb _elOYtGWq METRU_30,1680378749 1680378719 1680378779 1680382979 1680383099 1680383159 1680383159,0.2675 0.2675 0.2663 0.2573 0.1898 0.0000 0.0000,8885 8885 9296 10881 10874 10874 10874
02A18ETAR629,MARRI LEDRO_91,1680307162 1680309419,0.2711 0.0000,10744 10874,MARRI _yN29mmIe _zi87AnYY _eMCNVr4D _IP5FJD4u LEDRO_91,1680307162 1680307259 1680308279 1680308999 1680309419 1680309419,0.2711 0.2711 0.2872 0.2708 0.0000 0.0000,10744 10744 10782 10843 10874 10874
02A18ETAR700,DEXUL_29 DEXUL IRMAR TINAM LSGG,1680356396 1680356519 1680359279 1680360179 1680360659,0.1740 0.2418 0.2428 0.1231 0.0000,11697 11681 8458 2469 480,DEXUL_29 _A3QPJ7Pv DEXUL IRMAR TINAM _7DvAecpb LSGG,1680356396 1680356459 1680356519 1680359279 1680360179 1680360299 1680360659,0.1740 0.1740 0.2418 0.2428 0.1231 0.0877 0.0000,11697 11697 11681 8458 2469 1974 480
02A18ETAR701,GEVEA_40 PAS KINNI_75 BAKRO BELOK_83 TIVUK,1680365377 1680365399 1680365579 1680367439 1680369359 1680369359,0.1217 0.1217 0.1899 0.2287 0.0000 0.0000,1699 1699 4016 11201 10317 10317,GEVEA_40 PAS KINNI_75 BAKRO BELOK_83 TIVUK,1680365377 1680365399 1680365579 1680367439 1680369359 1680369359,0.1217 0.1217 0.1899 0.2287 0.0000 0.0000,1699 1699 4016 11201 10317 10317
02A18ETAR756,DEXUL CORSI TORTU LIMR VOG LIMC,1680334420 1680335219 1680336239 1680337139 1680337319 1680337979,0.2182 0.1836 0.1905 0.1453 0.1313 0.0000,9936 9853 8870 4336 3071 358,DEXUL _CsPpng9o _pZ9rj2zv CORSI TORTU LIMR VOG LIMC,1680334420 1680334439 1680334499 1680335219 1680336239 1680337139 1680337319 1680337979,0.2182 0.2182 0.2193 0.1836 0.1905 0.1453 0.1313 0.0000,9936 9936 9914 9853 8870 4336 3071 358
02A18ETAR757,MMP LILG NELAB MMP_41 VOG_67 BAKRO BELOK BELOK_83,1680343425 1680343439 1680343679 1680343799 1680344159 1680344939 1680346799 1680346799,0.0899 0.0899 0.1852 0.2012 0.2507 0.2289 0.0000 0.0000,1326 1326 4183 6027 9312 10020 10218 10218,MMP LILG NELAB MMP_41 VOG_67 BAKRO BELOK BELOK_83,1680343425 1680343439 1680343679 1680343799 1680344159 1680344939 1680346799 1680346799,0.0899 0.0899 0.1852 0.2012 0.2507 0.2289 0.0000 0.0000,1326 1326 4183 6027 9312 10020 10218 10218
02A190TAR250,KOVAS DEXUL AJO OMEDA,1680360063 1680360179 1680361199 1680361499,0.2320 0.2217 0.2085 0.0000,11034 11019 10927 9426,KOVAS _QCudfQjn DEXUL AJO OMEDA,1680360063 1680360119 1680360179 1680361199 1680361499,0.2320 0.2320 0.2217 0.2085 0.0000,11034 11034 11019 10927 9426
