flight_id,real_waypoints,pass_times,speeds,alts,real_full_waypoints,full_pass_times,full_speeds,full_alts
020100RAM980E,AMSEL LPPT,1680351565 1680354659,0.0820 0.0000,6424 251,AMSEL _YrtGiw03 _EgCyqNaR _p1a10waq _kxzH8PWV LPPT,1680351565 1680351539 1680353579 1680354419 1680354599 1680354659,0.0820 0.0820 0.1280 0.0886 0.0720 0.0000,6424 6424 6203 1212 465 251
020100RAM981E,LPPT LPMT AMSEL,1680360723 1680360959 1680363419,0.0678 0.0938 0.0000,229 1867 6088,LPPT _4H6tBfIU LPMT _LQpewYWQ _ufWmexdG AMSEL,1680360723 1680360839 1680360959 1680363359 1680363419 1680363419,0.0678 0.0883 0.0938 0.1374 0.0000 0.0000,229 1029 1867 6096 6088 6088
020101RAM1400,IPLOS DEMUM GMFO,1680388962 1680389039 1680391739,0.1382 0.1236 0.0000,6111 6111 899,IPLOS _haAIXxNl DEMUM _ArntKoh3 _0uGyPOgK GMFO,1680388962 1680388979 1680389039 1680391319 1680391679 1680391739,0.1382 0.1382 0.1236 0.0976 0.0541 0.0000,6111 6111 6111 3002 1074 899
020104RAM761R,LFPO RESMI ADADA LFEG BAN_14 TUSOR,1680349547 1680349739 1680349919 1680350759 1680353759 1680357359,0.0969 0.1655 0.2001 0.2342 0.2444 0.0000,937 3376 5448 11118 11384 11407,LFPO _7Bqimr9F _RpgZwQVn RESMI ADADA _rbC9SNTa LFEG BAN_14 _xjl8YcdV _93Ovbast TUSOR,1680349547 1680349559 1680349619 1680349739 1680349919 1680350159 1680350759 1680353759 1680355559 1680357359 1680357359,0.0969 0.0969 0.1169 0.1655 0.2001 0.2095 0.2342 0.2444 0.2353 0.0000 0.0000,937 937 1532 3376 5448 8260 11118 11384 11590 11407 11407
020104RAM780S,GMME OSDAM RUNAX OMARI LFPO,1680335218 1680335699 1680335939 1680341999 1680343739,0.1460 0.2280 0.2203 0.2439 0.0719,4686 9555 11560 8344 373,GMME _fHSTXkBb _FO8GLYQW _HnO3DGnx OSDAM RUNAX OMARI _i0Eo9pCi _VDXej0rm _F5YhcHbi _kP1sVrLB _7HD7nyWU _q02xQpet _4cOXfZev LFPO,1680335218 1680335219 1680335279 1680335579 1680335699 1680335939 1680341999 1680342659 1680342779 1680342899 1680343079 1680343259 1680343379 1680343499 1680343739,0.1460 0.1460 0.1252 0.2267 0.2280 0.2203 0.2439 0.1870 0.1892 0.1636 0.1589 0.1320 0.1048 0.0877 0.0719,4686 4686 5166 8603 9555 11560 8344 3315 3307 3307 3048 2118 1631 1250 373
020105RAM770T,AGDAL XULIM TLD DGO LFCA LFOQ LFPO,1680356279 1680357299 1680359399 1680360839 1680363239 1680363719 1680364979,0.2328 0.2193 0.2194 0.2179 0.2277 0.2116 0.0000,6995 11384 11194 10996 8489 6340 259,AGDAL _ys5Hn2vo _a1gjy58j XULIM TLD DGO LFCA LFOQ _ospoVLTm _D6WuZxxX _nz7MzULO _p83CxiQv _EIW7AW8W _KQpQUCuP LFPO,1680356279 1680356279 1680356579 1680357299 1680359399 1680360839 1680363239 1680363719 1680363839 1680364019 1680364319 1680364619 1680364739 1680364859 1680364979,0.2328 0.2328 0.2291 0.2193 0.2194 0.2179 0.2277 0.2116 0.1944 0.1885 0.1474 0.1247 0.0840 0.0777 0.0000,6995 6995 9746 11384 11194 10996 8489 6340 5151 3505 2873 1013 968 754 259
020105RAM771T,LFPO RESMI AGOPA_73 GUSON_46 VILLA TUSOR VARAS,1680371026 1680371219 1680371579 1680372359 1680375539 1680378719 1680378719,0.0896 0.1552 0.2142 0.2511 0.2179 0.0000 0.0000,282 2598 7109 11118 11415 11102 11102,LFPO _yo6CvULV RESMI _iJomgnUr AGOPA_73 GUSON_46 _0lL6mlTI VILLA TUSOR VARAS,1680371026 1680371099 1680371219 1680371459 1680371579 1680372359 1680375119 1680375539 1680378719 1680378719,0.0896 0.1121 0.1552 0.1980 0.2142 0.2511 0.2632 0.2179 0.0000 0.0000,282 1273 2598 5799 7109 11118 11384 11415 11102 11102
020105RAM777Z,LFPO RESMI ADADA AGOPA_73 LFYR BANEV_13 NASOS_98 TUSOR,1680335023 1680335219 1680335459 1680335579 1680335999 1680339359 1680340379 1680343019,0.0749 0.1446 0.1986 0.2099 0.2151 0.1950 0.2284 0.0000,587 2263 4953 6469 10386 11422 11529 11506,LFPO _tFD0IDcA RESMI ADADA AGOPA_73 LFYR BANEV_13 NASOS_98 TUSOR,1680335023 1680335099 1680335219 1680335459 1680335579 1680335999 1680339359 1680340379 1680343019,0.0749 0.1037 0.1446 0.1986 0.2099 0.2151 0.1950 0.2284 0.0000,587 1173 2263 4953 6469 10386 11422 11529 11506
02010DMAC101U,AMPIR SVL HIJ XERMA NENEM_01 NELKO EGKR,1680334818 1680335639 1680336239 1680337859 1680339059 1680342599 1680343619,0.1418 0.2298 0.2212 0.1909 0.2189 0.1815 0.0000,2842 10744 10691 10828 11560 4702 503,AMPIR _Ubh6o7V6 SVL HIJ _Iz3JSa0Z XERMA NENEM_01 _EeYmd1zH _N6VHxtYZ NELKO _cItAepea _fHeJUmFh _UFLLFR3V _y7SBILHI EGKR,1680334818 1680334799 1680335639 1680336239 1680337499 1680337859 1680339059 1680341999 1680342479 1680342599 1680343019 1680343379 1680343499 1680343619 1680343619,0.1418 0.1418 0.2298 0.2212 0.2256 0.1909 0.2189 0.2190 0.1892 0.1815 0.1194 0.0919 0.0886 0.0000 0.0000,2842 2842 10744 10691 10584 10828 11560 10333 6043 4702 2637 1212 831 503 503
02010DMAC102T,OTSID EGHI VADOX MOLIN AMPIR,1680347658 1680348179 1680351659 1680353939 1680355559,0.0902 0.2068 0.2537 0.2300 0.0000,724 4831 11285 11582 2316,OTSID _cLQGFQlj EGHI VADOX MOLIN _hx8yzgqL _A4r3fF9T AMPIR,1680347658 1680347699 1680348179 1680351659 1680353939 1680355499 1680355559 1680355559,0.0902 0.1269 0.2068 0.2537 0.2300 0.1532 0.0000 0.0000,724 1189 4831 11285 11582 2370 2316 2316
02010DMAC113Z,ADKIM AMPIR VJF SVL BEVOL_81 BAZOS ARVOL EBBR,1680362799 1680362819 1680362999 1680363719 1680368999 1680370379 1680371219 1680372119,0.1420 0.1420 0.1805 0.2192 0.2220 0.2175 0.1681 0.0000,2728 2728 4709 10592 10180 10165 5845 122,ADKIM AMPIR _133ZAu1P VJF SVL BEVOL_81 BAZOS ARVOL _6KlEmAI2 _4uTHrWy2 EBBR,1680362799 1680362819 1680362879 1680362999 1680363719 1680368999 1680370379 1680371219 1680371879 1680371999 1680372119,0.1420 0.1420 0.1610 0.1805 0.2192 0.2220 0.2175 0.1681 0.0930 0.0669 0.0000,2728 2728 3429 4709 10592 10180 10165 5845 724 488 122
02010DMAC114R,EBBR SISGA BAN_14 SOTUK_10 TNR,1680377336 1680377699 1680382619 1680383819 1680385739,0.0858 0.1912 0.2357 0.2496 0.1330,701 3490 10782 10965 2225,EBBR _yxQ4qMkZ _Vrd1FGl2 SISGA BAN_14 SOTUK_10 _aybcDAtK TNR _dqXA1iZl _suvXWTEH _LqbgpoxD,1680377336 1680377399 1680377579 1680377699 1680382619 1680383819 1680385499 1680385739 1680385979 1680386099 1680386279,0.0858 0.0951 0.1517 0.1912 0.2357 0.2496 0.1582 0.1330 0.0905 0.0586 0.0000,701 1151 2461 3490 10782 10965 2736 2225 1052 838 457
02010ERAM1402,EMKOK SOVAL OJD,1680367117 1680367079 1680368399,0.1460 0.1460 0.0000,5479 5479 2682,EMKOK SOVAL _Laife6CS _1HX7Lilg _Xzbmm63s _r1HQEOnj OJD,1680367117 1680367079 1680367979 1680368219 1680368339 1680368399 1680368399,0.1460 0.1460 0.1443 0.1559 0.1411 0.0000 0.0000,5479 5479 4930 3566 3147 2682 2682
02010ERAM1403,OJD EMKOK,1680371915 1680373799,0.0954 0.0000,3749 7056,OJD _wMjpWsWx _IFWFw3Zl EMKOK,1680371915 1680371939 1680371999 1680373799,0.0954 0.0954 0.0970 0.0000,3749 3749 4016 7056
02010ERAM1452,IPLOS DOTIV,1680341707 1680342899,0.1436 0.0000,6447 5700,IPLOS _Rt5q07x9 _zzXgC2VV _YlSsQt9u DOTIV,1680341707 1680341759 1680342839 1680342899 1680342899,0.1436 0.1436 0.1562 0.0000 0.0000,6447 6447 6081 5700 5700
02010ERAM471G,GMTT VARAS,1680328954 1680330239,0.1126 0.0000,1760 4854,GMTT _6PFf8NM9 _TkXfPJOT _342d8lST _DUF0pCNY VARAS,1680328954 1680328979 1680329039 1680329339 1680330239 1680330239,0.1126 0.1126 0.1088 0.1149 0.0000 0.0000,1760 1760 2271 4229 4854 4854
020110RAM790T,AGDAL LFBO TUSOR VARAS,1680333760 1680344999 1680356939 1680356939,0.2060 0.0874 0.0000 0.0000,6538 1097 11529 11529,AGDAL LFBO TUSOR VARAS,1680333760 1680344999 1680356939 1680356939,0.2060 0.0874 0.0000 0.0000,6538 1097 11529 11529
020111RAM982,MARJA CAS LPPT,1680363950 1680366179 1680366539,0.2261 0.1073 0.0660,10508 2065 381,MARJA _6qKzVUfS _GQzF6XCa _AizrNaw8 CAS _mOmmYl5l LPPT,1680363950 1680363899 1680364019 1680365999 1680366179 1680366359 1680366539,0.2261 0.2261 0.2100 0.1217 0.1073 0.1103 0.0660,10508 10508 11095 3307 2065 1074 381
020111RAM983,LPPT LPMT AMSEL MARJA_82,1680372124 1680372299 1680373739 1680374339,0.0758 0.1687 0.2445 0.0000,259 2035 11064 10638,LPPT _c30GEWlp LPMT AMSEL _nqkKUfRh MARJA_82,1680372124 1680372179 1680372299 1680373739 1680374339 1680374339,0.0758 0.0701 0.1687 0.2445 0.0000 0.0000,259 945 2035 11064 10638 10638
020112RAM602V,NEVEK BERUM AMR OLPOS_15 LOTOS BCN INFED POMEG MRM LFML,1680370186 1680371639 1680372239 1680373139 1680374399 1680374939 1680376559 1680376679 1680376799 1680376859,0.2331 0.2273 0.2287 0.2351 0.2442 0.2580 0.1054 0.0939 0.0665 0.0000,11422 11331 11270 11186 11003 10935 1318 1029 663 457,NEVEK _zlbpf7tV _KJUqFV7U BERUM AMR OLPOS_15 LOTOS BCN _uZwocjnM _ZAZtn79j INFED POMEG MRM LFML,1680370186 1680370139 1680370319 1680371639 1680372239 1680373139 1680374399 1680374939 1680375779 1680375899 1680376559 1680376679 1680376799 1680376859,0.2331 0.2331 0.2250 0.2273 0.2287 0.2351 0.2442 0.2580 0.2315 0.2088 0.1054 0.0939 0.0665 0.0000,11422 11422 11407 11331 11270 11186 11003 10935 8184 7239 1318 1029 663 457
020112RAM603V,LACAZ MTG BULTO MAMES DIKUT_57 BOKPA DONAS,1680350038 1680350219 1680350339 1680351119 1680353219 1680356639 1680357419,0.0741 0.1427 0.1720 0.1894 0.2080 0.2499 0.0000,572 2217 3368 9883 10828 11102 11133,LACAZ _m93xws56 MTG BULTO MAMES DIKUT_57 BOKPA _bUxwfhKt DONAS,1680350038 1680350099 1680350219 1680350339 1680351119 1680353219 1680356639 1680357419 1680357419,0.0741 0.0996 0.1427 0.1720 0.1894 0.2080 0.2499 0.0000 0.0000,572 1074 2217 3368 9883 10828 11102 11133 11133
020112RAM734,GMME PIMOS BEGOX BCN AGAKI LIPSU PADKO MRM LFML,1680337593 1680338759 1680340799 1680342239 1680343439 1680343619 1680343919 1680344099 1680344159,0.2274 0.2313 0.2400 0.2644 0.1453 0.1232 0.0953 0.0581 0.0000,4923 11354 11194 11118 4404 3193 1204 655 450,GMME _irXP8tDq _aWtoVn0d _drVNJtmj PIMOS BEGOX BCN _czR92rLN _FpBuRAPk AGAKI LIPSU PADKO MRM LFML,1680337593 1680337559 1680337619 1680338339 1680338759 1680340799 1680342239 1680343019 1680343139 1680343439 1680343619 1680343919 1680344099 1680344159,0.2274 0.2274 0.2036 0.2396 0.2313 0.2400 0.2644 0.2401 0.2106 0.1453 0.1232 0.0953 0.0581 0.0000,4923 4923 5822 11369 11354 11194 11118 8626 7445 4404 3193 1204 655 450
020112RAM735,LACAZ MTG GALTO TUSOR,1680384559 1680384779 1680390539 1680391199,0.0710 0.1555 0.2357 0.0000,968 2728 10455 4534,LACAZ _MVelJ7tO _B2kFYtdR MTG GALTO _g1t4hOV5 TUSOR,1680384559 1680384599 1680384659 1680384779 1680390539 1680391199 1680391199,0.0710 0.0710 0.1272 0.1555 0.2357 0.0000 0.0000,968 968 1288 2728 10455 4534 4534
020113RAM720P,TOLSI VJF MAR PALIO TIVLI MEN LFKP LFHC,1680360176 1680361019 1680361559 1680363419 1680364979 1680366539 1680367619 1680367859,0.2319 0.2273 0.2140 0.2186 0.2369 0.2066 0.1449 0.0000,10638 11346 11316 11110 10287 8672 3338 1981,TOLSI _1GrNXBvV _dN9k2g9E VJF MAR PALIO _4kEwolYb TIVLI MEN _0CPjraRF LFKP _ujlbGLEs LFHC,1680360176 1680360179 1680360239 1680361019 1680361559 1680363419 1680364259 1680364979 1680366539 1680367499 1680367619 1680367859 1680367859,0.2319 0.2319 0.2074 0.2273 0.2140 0.2186 0.2413 0.2369 0.2066 0.1590 0.1449 0.0000 0.0000,10638 10638 11026 11346 11316 11110 10386 10287 8672 3940 3338 1981 1981
020113RAM721P,LFLL REPSI TIVLI BARIS RBT,1680373218 1680373679 1680375899 1680380279 1680380819,0.1063 0.1772 0.2376 0.2243 0.0000,1372 7193 10622 11095 9205,LFLL _OXPLaA7B _Vslbf2GO _0uFx8Wq4 REPSI TIVLI BARIS RBT,1680373218 1680373199 1680373259 1680373379 1680373679 1680375899 1680380279 1680380819,0.1063 0.1063 0.1141 0.1314 0.1772 0.2376 0.2243 0.0000,1372 1372 2004 3825 7193 10622 11095 9205
020118MAC341N,AGDAL TUTIS_75 MAR LERL SEGRE TOPTU MEN LFLR DANBO,1680326939 1680327719 1680328619 1680329579 1680330719 1680331859 1680333179 1680333719 1680334139,0.2262 0.2368 0.2257 0.2055 0.2437 0.2563 0.2678 0.1956 0.0000,8207 11994 11948 11895 11773 11681 9014 5113 1829,AGDAL _0C9jn4nv _yqaRste1 TUTIS_75 MAR LERL SEGRE TOPTU MEN LFLR _5PyP4n4U _fTmIFARg DANBO,1680326939 1680326939 1680327359 1680327719 1680328619 1680329579 1680330719 1680331859 1680333179 1680333719 1680333839 1680334139 1680334139,0.2262 0.2262 0.2435 0.2368 0.2257 0.2055 0.2437 0.2563 0.2678 0.1956 0.1718 0.0000 0.0000,8207 8207 11224 11994 11948 11895 11773 11681 9014 5113 3917 1829 1829
020118MAC342W,LFLL LFHJ TAKAT NASOS TUSOR,1680338311 1680338339 1680339479 1680343139 1680345899,0.1045 0.1322 0.2068 0.2090 0.0000,1372 2271 11659 12116 12222,LFLL _yt8xs6f4 LFHJ TAKAT NASOS TUSOR,1680338311 1680338279 1680338339 1680339479 1680343139 1680345899,0.1045 0.1045 0.1322 0.2068 0.2090 0.0000,1372 1372 2271 11659 12116 12222
020118MAC438,LIBR DOLON_72 SUXER_15 INKAL TUSOR VARAS,1680307399 1680307499 1680313079 1680317759 1680319259 1680319259,0.1988 0.1869 0.1921 0.2166 0.0000 0.0000,11064 11087 12062 11681 11331 11331,LIBR _gJlgX8T4 DOLON_72 SUXER_15 INKAL TUSOR VARAS,1680307399 1680307379 1680307499 1680313079 1680317759 1680319259 1680319259,0.1988 0.1988 0.1869 0.1921 0.2166 0.0000 0.0000,11064 11064 11087 12062 11681 11331 11331
020118MAC481F,GMME BARPA RESTU PTC NEDED LIMZ,1680354929 1680355679 1680357419 1680359099 1680362399 1680362639,0.2222 0.2458 0.2612 0.2647 0.1340 0.0000,8199 11400 11262 11118 2880 1295,GMME _codETL2h _apzCBs5E BARPA RESTU PTC _Dp84IklO _lqaO71Kq _GQAfBtA8 _4ONdAKlp NEDED _DNXzWEDd _DoBogjg6 LIMZ,1680354929 1680354839 1680354899 1680355679 1680357419 1680359099 1680359699 1680360839 1680361559 1680361979 1680362399 1680362579 1680362639 1680362639,0.2222 0.2222 0.2276 0.2458 0.2612 0.2647 0.2632 0.2655 0.2297 0.1965 0.1340 0.1015 0.0000 0.0000,8199 8199 8633 11400 11262 11118 11057 10965 9098 6904 2880 1410 1295 1295
020118MAC482G,LIMZ VAMTU BISBA_67 LEAX VARAS,1680367208 1680367499 1680369479 1680373559 1680375119,0.1311 0.2126 0.2130 0.2288 0.0000,2835 5799 11209 11636 10348,LIMZ _sBCqBOcy _QItMNpwk _7VJRhNRr VAMTU BISBA_67 LEAX _uYOLsUwi VARAS,1680367208 1680367199 1680367259 1680367379 1680367499 1680369479 1680373559 1680375119 1680375119,0.1311 0.1311 0.1292 0.1812 0.2126 0.2130 0.2288 0.0000 0.0000,2835 2835 3749 4953 5799 11209 11636 10348 10348
020118MAC485X,VARAS RESTU UXUTA_00,1680385395 1680388199 1680393839,0.2406 0.2490 0.0000,8626 11849 3261,VARAS _YMbj1sla _hiouqFuw _1ksOR0ag _AwmNdpIc RESTU _8dRycDT6 _NW2A3St2 _G4H3DLTq _ovVYdhf0 _NUJfD7x6 _Orsh5a8X UXUTA_00,1680385395 1680385439 1680385499 1680385679 1680386759 1680388199 1680389519 1680390119 1680390539 1680390839 1680393779 1680393839 1680393839,0.2406 0.2406 0.2384 0.2435 0.2042 0.2490 0.2485 0.2671 0.2593 0.2709 0.2013 0.0000 0.0000,8626 8626 8961 10279 11963 11849 11666 11300 11270 11262 3772 3261 3261
020121RAM2140,TOLSI LAMAD PEPAS SOTAX KOVAS_93 METRU_30,1680323741 1680324659 1680325559 1680328439 1680329819 1680335399,0.1956 0.2589 0.2605 0.2765 0.2795 0.0000,4351 11224 12512 12329 12322 12680,TOLSI _skxv7WFj _CgvUyXNt _yiva9TEo LAMAD PEPAS _zcgXQSRG SOTAX KOVAS_93 _LFTaZDDq _zzkT1YVo METRU_30,1680323741 1680323819 1680323879 1680324539 1680324659 1680325559 1680327479 1680328439 1680329819 1680335279 1680335399 1680335399,0.1956 0.1956 0.2066 0.2630 0.2589 0.2605 0.2748 0.2765 0.2795 0.2801 0.0000 0.0000,4351 4351 5060 10432 11224 12512 12382 12329 12322 12664 12680 12680
020121RAM2940,TANSA_98 METRU OKITI VIBAS_51 GALTO TUSOR,1680358548 1680358439 1680368879 1680371099 1680372059 1680372719,0.2199 0.2172 0.2029 0.2328 0.2496 0.0000,12375 12375 11415 11613 11681 11720,TANSA_98 _UyH0iPvA METRU _wHKfo1KL OKITI VIBAS_51 GALTO _YRHEYY7x TUSOR,1680358548 1680358379 1680358439 1680366119 1680368879 1680371099 1680372059 1680372719 1680372719,0.2199 0.2199 0.2172 0.1823 0.2029 0.2328 0.2496 0.0000 0.0000,12375 12375 12375 12253 11415 11613 11681 11720 11720
020122RAM248,AGDAL GMTT PIMOS PEPAS EDULI_64 OLLEK SALUN TANSA_98,1680337822 1680338699 1680339119 1680339779 1680341759 1680346079 1680349499 1680349799,0.2223 0.2580 0.2553 0.2939 0.2741 0.2734 0.2634 0.0000,6355 11986 11971 11910 11773 12664 12664 12672,AGDAL _wFPF3Y1c _4P469JAc GMTT PIMOS PEPAS EDULI_64 _zLCdPpu9 _08Xo9dFo OLLEK SALUN _Zo6T6unT TANSA_98,1680337822 1680337859 1680337919 1680338699 1680339119 1680339779 1680341759 1680342959 1680344999 1680346079 1680349499 1680349799 1680349799,0.2223 0.2223 0.2219 0.2580 0.2553 0.2939 0.2741 0.2743 0.2669 0.2734 0.2634 0.0000 0.0000,6355 6355 6949 11986 11971 11910 11773 11727 12047 12664 12664 12672 12672
020122RAM249,TANSA_98 METRU OLLEK PTC_41 GALTO TUSOR,1680384346 1680384419 1680389159 1680393959 1680397559 1680398219,0.2224 0.2143 0.2210 0.2283 0.2476 0.0000,12367 12367 12306 12535 12824 11209,TANSA_98 _mXyxtKx1 METRU OLLEK _67mfO620 PTC_41 GALTO _P5h9Bmcq TUSOR,1680384346 1680384179 1680384419 1680389159 1680392399 1680393959 1680397559 1680398219 1680398219,0.2224 0.2224 0.2143 0.2210 0.2297 0.2283 0.2476 0.0000 0.0000,12367 12367 12367 12306 12169 12535 12824 11209 11209
020124MAC115A,BERUM_29 BERUM BLN BINVA DGO LFCA BAMES BUB,1680363483 1680363479 1680364799 1680365159 1680367139 1680369659 1680370679 1680372659,0.1941 0.1941 0.2054 0.1948 0.2251 0.2274 0.2316 0.0627,7826 7826 11872 11834 11628 10820 10790 396,BERUM_29 BERUM _MNMZ1gC9 BLN BINVA DGO LFCA BAMES _vQW8ThGG _NqxGyr45 _Psinso9t BUB,1680363483 1680363479 1680364439 1680364799 1680365159 1680367139 1680369659 1680370679 1680371759 1680372419 1680372539 1680372659,0.1941 0.1941 0.2051 0.2054 0.1948 0.2251 0.2274 0.2316 0.1961 0.1165 0.0919 0.0627,7826 7826 11902 11872 11834 11628 10820 10790 5715 1402 792 396
020124MAC116V,EBBR EBGB PITHI LFBJ PINAR IXIRI GEML,1680376614 1680376679 1680377219 1680379439 1680381899 1680384359 1680384359,0.0833 0.0996 0.2323 0.2456 0.2633 0.0000 0.0000,739 1349 6591 11156 11430 5227 5227,EBBR EBGB PITHI LFBJ PINAR _w0sApL8s IXIRI GEML,1680376614 1680376679 1680377219 1680379439 1680381899 1680384059 1680384359 1680384359,0.0833 0.0996 0.2323 0.2456 0.2633 0.2404 0.0000 0.0000,739 1349 6591 11156 11430 8252 5227 5227
020124MAC223H,IXIRI ESAMI AMR TOSTO_49 RODRA ADITA OKTET LFKD DOPIL ENONO UBEGA OBOKA EDDK,1680332163 1680332159 1680332759 1680333419 1680335279 1680337019 1680337679 1680338039 1680338999 1680339299 1680340199 1680341399 1680341639,0.2033 0.2033 0.2185 0.2340 0.2528 0.2283 0.2266 0.2341 0.2329 0.2192 0.2109 0.0841 0.0000,8260 8260 11331 11278 11727 11575 11544 11529 11430 10165 6789 1044 221,IXIRI ESAMI AMR TOSTO_49 RODRA _xMtd0AG3 ADITA OKTET LFKD _cus9KAub DOPIL ENONO UBEGA _QYaA7ADW _mym6MQzz OBOKA _oztadPgS EDDK,1680332163 1680332159 1680332759 1680333419 1680335279 1680336119 1680337019 1680337679 1680338039 1680338639 1680338999 1680339299 1680340199 1680340799 1680340919 1680341399 1680341579 1680341639,0.2033 0.2033 0.2185 0.2340 0.2528 0.2385 0.2283 0.2266 0.2341 0.2367 0.2329 0.2192 0.2109 0.1912 0.1682 0.0841 0.0672 0.0000,8260 8260 11331 11278 11727 11659 11575 11544 11529 11453 11430 10165 6789 5685 4397 1044 442 221
020124MAC224A,EDDK ROCUH NAVAK SPI VAKOS KOTAP VLC IXIRI,1680348190 1680348179 1680348719 1680348899 1680349619 1680350459 1680354839 1680356999,0.1073 0.1073 0.1987 0.2118 0.2268 0.2328 0.2209 0.0000,1227 1227 6507 7582 10447 10485 10874 5784,EDDK ROCUH NAVAK SPI VAKOS KOTAP VLC IXIRI,1680348190 1680348179 1680348719 1680348899 1680349619 1680350459 1680354839 1680356999,0.1073 0.1073 0.1987 0.2118 0.2268 0.2328 0.2209 0.0000,1227 1227 6507 7582 10447 10485 10874 5784
02012BMAC821M,OJD IXIRI BLN PDT DGO BANOX LFPX DUCRA,1680330700 1680331319 1680332819 1680333839 1680335039 1680338339 1680338579 1680339539,0.0837 0.2153 0.2342 0.2227 0.2411 0.1972 0.1689 0.0000,1646 7849 11316 11224 11087 4534 3924 244,OJD _85rc548m _SPHEdzvF IXIRI _sy1yEtoX BLN PDT DGO BANOX LFPX _iZHF8Ql9 _d5c76wka _N7VExpMk DUCRA,1680330700 1680330719 1680330779 1680331319 1680332459 1680332819 1680333839 1680335039 1680338339 1680338579 1680339119 1680339239 1680339479 1680339539,0.0837 0.0837 0.1712 0.2153 0.2043 0.2342 0.2227 0.2411 0.1972 0.1689 0.1016 0.0818 0.0603 0.0000,1646 1646 2240 7849 11331 11316 11224 11087 4534 3924 1257 1257 442 244
02012BMAC822,LFPG LFPB LFPZ ARKIP_21 BANEV_13 DIGEX OJD,1680344949 1680344999 1680345239 1680346019 1680349319 1680352379 1680352739,0.0851 0.1198 0.1920 0.2251 0.2430 0.1546 0.0000,937 1341 3627 9975 11400 2522 1128,LFPG LFPB _9vKjkwIs LFPZ _9cMdQ24P ARKIP_21 BANEV_13 DIGEX _ieOhFaav OJD,1680344949 1680344999 1680345119 1680345239 1680345359 1680346019 1680349319 1680352379 1680352739 1680352739,0.0851 0.1198 0.1506 0.1920 0.1957 0.2251 0.2430 0.1546 0.0000 0.0000,937 1341 2979 3627 5022 9975 11400 2522 1128 1128
02012BMAC851,GMFO ESAMI_93 VADAT_25 NARGO LOTOS OLOXO_60 LFJT LFON BAMES ATREX BUB EBBR,1680359516 1680360119 1680360479 1680361799 1680362999 1680363899 1680366419 1680367259 1680367379 1680367919 1680369299 1680369359,0.0684 0.2044 0.2273 0.2308 0.2089 0.2012 0.2188 0.2223 0.2237 0.2051 0.0633 0.0000,907 7902 10127 11796 11674 11575 10820 10782 10782 8344 434 229,GMFO _ATO85MhP _8qj9Bg46 ESAMI_93 VADAT_25 _lR4HH2g3 NARGO LOTOS _0pGKJO8s OLOXO_60 LFJT LFON BAMES ATREX _O04r0Eoe _m1z6r6WA _YLMHbESY BUB EBBR,1680359516 1680359579 1680359939 1680360119 1680360479 1680361319 1680361799 1680362999 1680363119 1680363899 1680366419 1680367259 1680367379 1680367919 1680368639 1680369059 1680369179 1680369299 1680369359,0.0684 0.1157 0.1798 0.2044 0.2273 0.2271 0.2308 0.2089 0.2107 0.2012 0.2188 0.2223 0.2237 0.2051 0.1727 0.1233 0.0986 0.0633 0.0000,907 1547 6020 7902 10127 11857 11796 11674 11651 11575 10820 10782 10782 8344 4846 1547 960 434 229
02012BMAC853G,EBBR MEDIL LEGY OJD,1680373376 1680373919 1680378359 1680381539,0.0824 0.2094 0.2761 0.0000,655 6264 11354 1996,EBBR _vZFSf3H7 MEDIL LEGY _ymr13rg4 _YZjb0834 OJD,1680373376 1680373439 1680373919 1680378359 1680381479 1680381539 1680381539,0.0824 0.0959 0.2094 0.2761 0.1357 0.0000 0.0000,655 1242 6264 11354 2400 1996 1996
020130FRV1218,EDDH EDHE EDWM PODUK GALTO BARIS,1680330932 1680331139 1680331499 1680333779 1680340559 1680340979,0.1091 0.1968 0.2495 0.2517 0.2453 0.0000,991 3490 8374 11079 11697 5532,EDDH _jR9gGIJR _sMXzLW4T EDHE EDWM PODUK GALTO _9gVyiBfv BARIS,1680330932 1680330959 1680331019 1680331139 1680331499 1680333779 1680340559 1680340979 1680340979,0.1091 0.1091 0.1383 0.1968 0.2495 0.2517 0.2453 0.0000 0.0000,991 991 1547 3490 8374 11079 11697 5532 5532
020139RAM800F,AGDAL LEML DGO NENEM_01 BOLRO KATHY OCK EGLW EGLL,1680362510 1680365339 1680367199 1680368039 1680371219 1680371519 1680372179 1680372479 1680372599,0.2277 0.2083 0.1973 0.2075 0.2137 0.1957 0.1398 0.0952 0.0000,7010 10020 9776 9693 9616 6507 2431 800 244,AGDAL _A3XoRcRb _MGkzrpdy _ddXwqqpC LEML DGO NENEM_01 _5c17vl2o BOLRO KATHY OCK _KaG5wxWf EGLW _lUyvclAh EGLL,1680362510 1680362519 1680362579 1680362939 1680365339 1680367199 1680368039 1680371039 1680371219 1680371519 1680372179 1680372359 1680372479 1680372539 1680372599,0.2277 0.2277 0.2059 0.2170 0.2083 0.1973 0.2075 0.2104 0.2137 0.1957 0.1398 0.1062 0.0952 0.0770 0.0000,7010 7010 7643 10508 10020 9776 9693 9609 9616 6507 2431 1501 800 488 244
